2022-12-15 15:06:55,469 INFO  Logger.cs: 70 - 
2022-12-15 15:27:17,953 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in switchAssembly
2022-12-15 15:27:17,953 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-12-15 15:27:17,953 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2022-12-15 15:27:17,954 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switch-1
2022-12-15 15:27:17,954 INFO  ExportHelperExtension.cs: 1136 - Found 25 in switch-1
2022-12-15 15:27:17,954 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in switch-1
2022-12-15 15:27:17,955 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from switch base-1
2022-12-15 15:27:17,955 INFO  ExportHelperExtension.cs: 1136 - Found 32 in switch base-1
2022-12-15 15:27:17,955 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in switch base-1
2022-12-15 15:27:18,002 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-12-15 15:28:43,031 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-12-15 15:28:43,032 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
